code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare,code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio,code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI,code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity,code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr,code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz000007,2015-04-30,2015-03-31,-0.013809,-0.224039,0.813477,-6218736.840000,-0.131229,,230965363.00,205813141.00,sz000007,2015-04-30,2015-03-31,0.498918,180.390363,0.298314,301.695235,0.060759,0.041093,sz000007,2015-04-30,2015-03-31,0.022464,-0.034349,0.034055,-0.024272,-0.024294,sz000007,2015-04-30,2015-03-31,1.475283,1.418886,0.009166,-0.082600,0.475197,1.905477,sz000007,2015-04-30,2015-03-31,0.676525,0.323475,0.477651,-2.628616,-0.594250,,-0.594250,sz000007,2015-04-30,2015-03-31,-0.013809,1.916739,0.041093,0.782530,-0.224039,1.108361,1.380428,-0.146430
sz000007,2016-04-30,2016-03-31,0.020535,1.409866,0.701020,11620142.810000,0.114853,,230965363.00,205793463.00,sz000007,2016-04-30,2016-03-31,0.260433,345.578343,0.160367,561.213245,0.027671,0.015874,sz000007,2016-04-30,2016-03-31,0.078187,-0.167054,2.868570,2.573460,2.575007,sz000007,2016-04-30,2016-03-31,2.847023,2.705450,0.194113,-0.643150,0.203584,1.255625,sz000007,2016-04-30,2016-03-31,0.551407,0.448593,0.551794,38.134619,-0.842643,-0.597676,-0.842643,sz000007,2016-04-30,2016-03-31,0.020535,1.391134,0.015874,0.659590,1.409866,0.655931,0.973777,2.207292
sz000007,2017-04-29,2017-03-31,0.000747,-0.362921,0.802736,-4227168.340000,0.305809,,230965363.00,205965363.00,sz000007,2017-04-29,2017-03-31,6.418312,14.022378,20.123779,4.472321,0.051584,0.023303,sz000007,2017-04-29,2017-03-31,-0.017310,-0.130455,-1.363779,-1.000000,-0.963874,sz000007,2017-04-29,2017-03-31,4.025380,4.023075,0.857618,-0.539813,0.107742,1.120752,sz000007,2017-04-29,2017-03-31,0.430555,0.569445,0.607635,,-2.214675,,-2.214675,sz000007,2017-04-29,2017-03-31,0.000747,1.348670,0.023303,-0.065503,-0.362921,0.784496,0.997150,-0.463939
sz000007,2018-04-28,2018-03-31,-0.020192,-0.724314,0.791646,-7749305.050000,0.024367,,346448044.00,308948044.00,sz000007,2018-04-28,2018-03-31,,,17.953939,5.012827,0.057587,0.024535,sz000007,2018-04-28,2018-03-31,0.022770,-0.115046,-0.833214,,-28.934527,sz000007,2018-04-28,2018-03-31,3.833136,3.830363,0.094882,-0.105257,0.108934,1.122251,sz000007,2018-04-28,2018-03-31,0.415024,0.584976,0.841955,,-0.414049,,-0.414049,sz000007,2018-04-28,2018-03-31,-0.020192,1.138390,0.024535,0.998136,-0.724314,0.797561,0.927887,-0.978741
sz000007,2019-04-30,2019-03-31,0.045544,0.960453,0.671958,8873763.190000,-0.518372,,346448044.00,308948044.00,sz000007,2019-04-30,2019-03-31,3719.880425,0.024194,28.323154,3.177612,0.070106,0.023631,sz000007,2019-04-30,2019-03-31,-0.473613,-0.077375,2.145104,2.500000,2.149110,sz000007,2019-04-30,2019-03-31,3.154594,3.152104,1.380150,3.128245,0.487419,1.950911,sz000007,2019-04-30,2019-03-31,0.348737,0.651263,0.480092,2482.926444,1.522558,1.585250,1.522558,sz000007,2019-04-30,2019-03-31,0.045544,2.003371,0.023631,1.001628,0.960453,0.755275,0.999597,1.272172
sz000007,2020-04-30,2020-03-31,-0.115200,-2.603331,0.683681,-22817877.640000,-0.027144,,346448044.00,308948044.00,sz000007,2020-04-30,2020-03-31,120.025658,0.749840,3.443719,26.134535,0.023548,0.016993,sz000007,2020-04-30,2020-03-31,-0.065409,0.256527,-3.571387,-3.560311,-3.565585,sz000007,2020-04-30,2020-03-31,9.118132,9.080016,0.372497,0.594200,0.618405,2.620582,sz000007,2020-04-30,2020-03-31,0.708749,0.291251,0.362107,,-1.444138,,-1.444138,sz000007,2020-04-30,2020-03-31,-0.115200,2.605676,0.016993,0.999368,-2.603331,0.802216,0.998937,-3.248627
sz000007,2021-04-29,2021-03-31,-0.020202,-0.100640,0.656321,-1323932.130000,-0.292680,,346448044.00,308948044.00,sz000007,2021-04-29,2021-03-31,1.690646,53.234101,3.209792,28.039199,0.051452,0.035394,sz000007,2021-04-29,2021-03-31,-0.661301,-0.238863,0.941978,0.943769,0.943453,sz000007,2021-04-29,2021-03-31,1.240116,1.233526,0.286898,0.014741,0.824452,5.696463,sz000007,2021-04-29,2021-03-31,0.691581,0.308419,0.163597,,0.443171,,0.443171,sz000007,2021-04-29,2021-03-31,-0.020202,5.823113,0.035394,0.973967,-0.100640,1.324619,0.934730,-0.081282
sz000007,2022-04-30,2022-03-31,-0.044846,-0.073798,0.169953,-4428719.120000,0.106267,,346448044.00,308948044.00,sz000007,2022-04-30,2022-03-31,4.408639,20.414464,1.967953,45.732798,0.198229,0.139951,sz000007,2022-04-30,2022-03-31,0.533188,0.123073,-2.345125,-2.459459,-2.446313,sz000007,2022-04-30,2022-03-31,1.507533,1.387457,0.262638,0.011340,0.742428,3.882417,sz000007,2022-04-30,2022-03-31,0.706479,0.293521,0.206579,-271.384707,-0.108276,,-0.108276,sz000007,2022-04-30,2022-03-31,-0.044846,4.327298,0.139951,1.003428,-0.073798,1.062942,0.998207,-0.069553
sz000007,2014-08-11,2014-06-30,-0.010802,-0.105572,0.793391,-6130543.330000,0.079652,54357452.130000,230965363.00,205813141.00,sz000007,2014-08-11,2014-06-30,2.246106,80.138677,0.311382,578.068776,0.131899,0.086483,sz000007,2014-08-11,2014-06-30,0.788072,0.157914,-1.270832,-5.146341,-5.137354,sz000007,2014-08-11,2014-06-30,1.518607,1.323332,0.262295,-0.189626,0.440742,1.788083,sz000007,2014-08-11,2014-06-30,0.669314,0.330686,0.501218,-0.023190,0.394782,,0.394782,sz000007,2014-08-11,2014-06-30,-0.010802,1.849083,0.086483,0.639848,-0.105572,1.233489,44.121898,-0.001940
sz000007,2015-08-31,2015-06-30,-0.021174,-0.166351,0.812327,-9717470.220000,-0.145967,55725660.040000,230965363.00,205887138.00,sz000007,2015-08-31,2015-06-30,1.067504,168.617571,0.644212,279.411192,0.151043,0.096793,sz000007,2015-08-31,2015-06-30,-0.082305,-0.232428,-0.585091,-0.894118,-0.897239,sz000007,2015-08-31,2015-06-30,1.915614,1.813729,0.015579,-0.413243,0.336917,1.508107,sz000007,2015-08-31,2015-06-30,0.595154,0.404846,0.608771,-36.032886,1.087244,,1.087244,sz000007,2015-08-31,2015-06-30,-0.021174,1.717071,0.096793,0.765852,-0.166351,1.133866,1.027752,-0.142750
sz000007,2016-08-30,2016-06-30,0.028850,1.001774,0.697917,17194345.340000,0.139512,14081311.180000,230965363.00,205965363.00,sz000007,2016-08-30,2016-06-30,0.551444,326.415856,0.338857,531.197348,0.055949,0.032509,sz000007,2016-08-30,2016-06-30,0.087167,0.094103,2.769426,2.450311,2.449049,sz000007,2016-08-30,2016-06-30,2.762191,2.633459,0.350902,-0.280368,0.221603,1.284691,sz000007,2016-08-30,2016-06-30,0.565618,0.434382,0.535934,225.218911,-0.478635,-0.477788,-0.478635,sz000007,2016-08-30,2016-06-30,0.028850,1.412475,0.032509,0.627185,1.001774,0.637483,0.995560,1.578460
sz000007,2017-08-31,2017-06-30,0.055235,0.439352,0.693515,9545199.500000,0.254812,18682235.890000,346448044.00,308948044.00,sz000007,2017-08-31,2017-06-30,19.488615,9.236162,59.157573,3.042721,0.098437,0.045234,sz000007,2017-08-31,2017-06-30,0.034688,-0.224772,-0.444864,0.951768,0.951413,sz000007,2017-08-31,2017-06-30,3.870364,3.868097,1.723148,-0.597401,0.115085,1.130052,sz000007,2017-08-31,2017-06-30,0.445421,0.554579,0.847449,,-0.144643,-0.329219,-0.144643,sz000007,2017-08-31,2017-06-30,0.055235,1.260637,0.045234,2.204679,0.439352,1.670158,1.006164,0.261448
sz000007,2018-08-31,2018-06-30,-0.029018,-0.495532,0.733189,-11096205.480000,-0.045195,20857725.540000,346448044.00,308948044.00,sz000007,2018-08-31,2018-06-30,58.035408,3.101555,48.315937,3.725479,0.123090,0.051561,sz000007,2018-08-31,2018-06-30,-0.039993,-0.045527,-2.162491,-1.525535,-1.525912,sz000007,2018-08-31,2018-06-30,3.776934,3.774100,0.175321,-0.093075,0.109352,1.122778,sz000007,2018-08-31,2018-06-30,0.400332,0.599668,0.833256,,-0.256883,,-0.256883,sz000007,2018-08-31,2018-06-30,-0.029018,1.138701,0.051561,0.997400,-0.495532,0.697119,0.932160,-0.762560
sz000007,2019-08-31,2019-06-30,-0.021759,-0.196632,0.706718,-4133878.490000,-0.546257,20478592.150000,346448044.00,308948044.00,sz000007,2019-08-31,2019-06-30,109.736775,1.640289,52.983689,3.397272,0.159576,0.053827,sz000007,2019-08-31,2019-06-30,-0.503516,-0.071527,0.627451,0.666667,0.629080,sz000007,2019-08-31,2019-06-30,3.396746,3.393603,0.310929,3.409121,0.519288,2.080249,sz000007,2019-08-31,2019-06-30,0.349222,0.650778,0.454439,,0.735972,,0.735972,sz000007,2019-08-31,2019-06-30,-0.021759,2.070264,0.053827,0.993039,-0.196632,-3.752322,1.025004,0.051124
sz000007,2020-08-28,2020-06-30,-0.153308,-1.403491,0.704983,-29908167.530000,-0.009863,20785396.120000,346448044.00,308948044.00,sz000007,2020-08-28,2020-06-30,9.459157,19.029179,7.986465,22.538131,0.057848,0.041447,sz000007,2020-08-28,2020-06-30,-0.037880,0.250762,-6.234893,-6.288136,-6.261601,sz000007,2020-08-28,2020-06-30,8.173986,8.139905,0.420728,0.517942,0.630216,2.704278,sz000007,2020-08-28,2020-06-30,0.697911,0.302089,0.341432,,-0.409023,,-0.409023,sz000007,2020-08-28,2020-06-30,-0.153308,2.644204,0.041447,0.996705,-1.403491,0.781242,0.998818,-1.798613
sz000007,2021-08-27,2021-06-30,-0.036066,-0.054118,0.318363,-2973899.630000,-0.275328,54952028.830000,346448044.00,308948044.00,sz000007,2021-08-27,2021-06-30,4.623120,38.934745,5.101528,35.283549,0.204569,0.141944,sz000007,2021-08-27,2021-06-30,-0.653624,-0.171282,0.900566,0.923256,0.923378,sz000007,2021-08-27,2021-06-30,1.253539,1.195817,0.320094,0.087665,0.827137,5.784927,sz000007,2021-08-27,2021-06-30,0.702566,0.297434,0.149155,,-0.090040,,-0.090040,sz000007,2021-08-27,2021-06-30,-0.036066,6.113073,0.141944,0.768035,-0.054118,1.323776,0.939523,-0.043513
sz000007,2022-08-30,2022-06-30,-0.103715,-0.100557,0.144476,-11987048.290000,0.093130,119206368.630000,346448044.00,308948044.00,sz000007,2022-08-30,2022-06-30,8.328774,21.611825,3.871620,46.492165,0.388954,0.275599,sz000007,2022-08-30,2022-06-30,0.468529,0.056526,-3.030751,-3.363636,-3.373716,sz000007,2022-08-30,2022-06-30,1.450723,1.328282,0.669392,-0.023710,0.764322,4.243077,sz000007,2022-08-30,2022-06-30,0.711585,0.288415,0.190933,,0.732418,,0.732418,sz000007,2022-08-30,2022-06-30,-0.103715,4.490629,0.275599,0.833385,-0.100557,1.046935,0.996886,-0.096349
sz000007,2014-10-23,2014-09-30,-0.018516,-0.073295,0.706612,-7970891.110000,-0.098201,,230965363.00,205813141.00,sz000007,2014-10-23,2014-09-30,4.325894,62.414844,0.697501,387.096204,0.251691,0.164314,sz000007,2014-10-23,2014-09-30,0.274165,0.138738,-1.222292,-1.170689,-1.170920,sz000007,2014-10-23,2014-09-30,1.559416,1.300629,0.009508,0.008008,0.425846,1.741694,sz000007,2014-10-23,2014-09-30,0.664072,0.335928,0.514550,0.073571,-0.345631,,-0.345631,sz000007,2014-10-23,2014-09-30,-0.018516,1.827071,0.164314,0.841454,-0.073295,1.138733,-12.592386,0.005111
sz000007,2015-10-30,2015-09-30,-0.033574,-0.159124,0.793633,-14228504.010000,-0.152283,,230965363.00,205887138.00,sz000007,2015-10-30,2015-09-30,1.952889,138.256733,1.120868,240.884817,0.225488,0.148076,sz000007,2015-10-30,2015-09-30,-0.096152,-0.209208,-0.785058,-0.744828,-0.742241,sz000007,2015-10-30,2015-09-30,2.129636,2.030144,0.008042,-0.357362,0.346065,1.529203,sz000007,2015-10-30,2015-09-30,0.631573,0.368427,0.626076,-4.552538,0.548541,,0.548541,sz000007,2015-10-30,2015-09-30,-0.033574,1.735001,0.148076,0.821270,-0.159124,1.076025,1.219658,-0.121248
sz000007,2016-10-29,2016-09-30,0.046164,0.925185,0.701375,26109581.200000,0.168104,,230965363.00,205965363.00,sz000007,2016-10-29,2016-09-30,0.951670,283.711699,0.552987,488.257031,0.094503,0.054378,sz000007,2016-10-29,2016-09-30,0.125721,0.058421,2.835019,2.488142,3.336395,sz000007,2016-10-29,2016-09-30,3.196451,3.040892,0.208435,-0.443132,0.182075,1.222606,sz000007,2016-10-29,2016-09-30,0.554650,0.445350,0.565135,,-1.128971,-1.220266,-1.128971,sz000007,2016-10-29,2016-09-30,0.046164,1.377862,0.054378,0.665954,0.925185,0.802040,1.067152,1.080951
sz000007,2017-10-31,2017-09-30,0.027495,-0.034803,0.666815,-1185391.860000,0.204819,,346448044.00,308948044.00,sz000007,2017-10-31,2017-09-30,30.529922,8.843783,102.256630,2.640416,0.155979,0.072024,sz000007,2017-10-31,2017-09-30,-0.008577,-0.226261,-1.045401,-0.406375,-0.406025,sz000007,2017-10-31,2017-09-30,4.104078,4.101683,0.269215,-0.534222,0.109606,1.123098,sz000007,2017-10-31,2017-09-30,0.449832,0.550168,0.848864,,-0.191614,,-0.191614,sz000007,2017-10-31,2017-09-30,0.027495,1.258922,0.072024,-8.712655,-0.034803,0.206646,0.996202,-0.169061
sz000007,2018-10-31,2018-09-30,-0.022637,-0.269802,0.707013,-8704226.630000,-0.007317,,346448044.00,308948044.00,sz000007,2018-10-31,2018-09-30,1115.559835,0.242031,85.613182,3.153720,0.193092,0.074335,sz000007,2018-10-31,2018-09-30,-0.006657,-0.014129,-6.342911,-1.838926,-1.838566,sz000007,2018-10-31,2018-09-30,3.339104,3.336698,2.818835,-0.077888,0.102518,1.114228,sz000007,2018-10-31,2018-09-30,0.331089,0.668911,0.840665,,-0.190744,,-0.190744,sz000007,2018-10-31,2018-09-30,-0.022637,1.134364,0.074335,0.994992,-0.269802,0.661185,0.921208,-0.442960
sz000007,2019-10-31,2019-09-30,-0.050039,-0.300995,0.693364,-9353228.960000,-0.568228,,346448044.00,308948044.00,sz000007,2019-10-31,2019-09-30,88.007851,3.067908,86.150204,3.134061,0.277156,0.083643,sz000007,2019-10-31,2019-09-30,-0.520435,-0.159898,-0.074562,-0.076000,-0.074983,sz000007,2019-10-31,2019-09-30,2.418594,2.415750,0.260765,2.954819,0.482606,1.932765,sz000007,2019-10-31,2019-09-30,0.276624,0.723376,0.489264,,-0.692894,,-0.692894,sz000007,2019-10-31,2019-09-30,-0.050039,1.996771,0.083643,0.995383,-0.300995,2.542756,0.997904,-0.118622
sz000007,2020-10-31,2020-09-30,-0.243941,-1.357690,0.704095,-45630304.850000,-0.040177,,346448044.00,308948044.00,sz000007,2020-10-31,2020-09-30,65.799937,4.103347,12.368369,21.829880,0.092026,0.066435,sz000007,2020-10-31,2020-09-30,-0.096862,0.337967,-3.878562,-3.884758,-3.889016,sz000007,2020-10-31,2020-09-30,8.737074,8.699093,0.521490,0.802936,0.650321,2.859767,sz000007,2020-10-31,2020-09-30,0.708778,0.291222,0.339398,,-0.250632,,-0.250632,sz000007,2020-10-31,2020-09-30,-0.243941,2.711222,0.066435,0.997516,-1.357690,1.106963,0.998507,-1.228334
sz000007,2021-10-29,2021-09-30,-0.036515,-0.024131,0.216682,-3085035.320000,-0.230070,,346448044.00,308948044.00,sz000007,2021-10-29,2021-09-30,9.531601,28.326826,10.031203,26.916015,0.460231,0.322433,sz000007,2021-10-29,2021-09-30,-0.620586,-0.103457,0.932391,0.949011,0.949207,sz000007,2021-10-29,2021-09-30,1.259381,1.183143,0.338107,0.141428,0.827952,5.812326,sz000007,2021-10-29,2021-09-30,0.714624,0.285376,0.142883,,-0.083513,,-0.083513,sz000007,2021-10-29,2021-09-30,-0.036515,6.262347,0.322433,0.749411,-0.024131,1.564990,0.918822,-0.016781
sz000007,2022-10-26,2022-09-30,-0.092241,-0.059895,0.141556,-11614078.060000,0.096260,,346448044.00,308948044.00,sz000007,2022-10-26,2022-09-30,12.311730,21.930305,6.857168,39.374857,0.632462,0.448770,sz000007,2022-10-26,2022-09-30,0.486184,0.008263,-2.764650,-2.850746,-2.863987,sz000007,2022-10-26,2022-09-30,1.480368,1.375354,0.687560,-0.070870,0.762971,4.218889,sz000007,2022-10-26,2022-09-30,0.713584,0.286416,0.190693,,0.495689,,0.495689,sz000007,2022-10-26,2022-09-30,-0.092241,4.461515,0.448770,0.769185,-0.059895,1.078303,0.837385,-0.066332
sz000007,2015-04-30,2014-12-31,-0.086036,-0.168516,0.519535,-33382647.020000,-0.130729,192088633.500000,230965363.00,205813141.00,sz000007,2015-04-30,2014-12-31,4.336500,83.016252,5.369122,67.050066,0.449120,0.296014,sz000007,2015-04-30,2014-12-31,0.022795,0.035609,-2.772787,-2.297915,-2.297683,sz000007,2015-04-30,2014-12-31,1.476462,1.420717,0.239628,0.061435,0.474294,1.902205,sz000007,2015-04-30,2014-12-31,0.676126,0.323874,0.474220,-3.756690,0.063598,,0.063598,sz000007,2015-04-30,2014-12-31,-0.086036,1.906904,0.296014,0.904479,-0.168516,1.055648,1.266192,-0.126073
sz000007,2016-04-23,2015-12-31,0.038658,0.133778,0.781343,13238872.220000,0.060599,93231719.120000,230965363.00,205793463.00,sz000007,2016-04-23,2015-12-31,2.250129,159.990855,1.318962,272.941944,0.264469,0.170434,sz000007,2016-04-23,2015-12-31,0.040316,-0.294541,1.396579,1.463657,1.463544,sz000007,2016-04-23,2015-12-31,2.678239,2.534749,2.035858,-0.667053,0.223847,1.288407,sz000007,2016-04-23,2015-12-31,0.599517,0.400483,0.746383,14.256371,2.398537,17.929229,2.398537,sz000007,2016-04-23,2015-12-31,0.038658,1.603753,0.170434,1.057205,0.133778,0.868172,0.929856,0.165716
sz000007,2017-04-19,2016-12-31,0.210954,2.099000,0.661915,81567961.100000,0.337795,31280116.080000,230965363.00,205965363.00,sz000007,2017-04-19,2016-12-31,2.340106,153.839171,1.691103,212.878779,0.146465,0.078132,sz000007,2017-04-19,2016-12-31,0.003420,0.070786,5.161247,4.574257,4.574302,sz000007,2017-04-19,2016-12-31,3.164369,3.162951,0.761584,-0.282649,0.149962,1.176418,sz000007,2017-04-19,2016-12-31,0.471759,0.528241,0.584039,1181.204910,-0.621633,-0.296157,-0.621633,sz000007,2017-04-19,2016-12-31,0.210954,1.344817,0.078132,0.956491,2.099000,0.904227,0.999153,2.323286
sz000007,2018-04-24,2017-12-31,0.043448,0.020055,0.689534,795055.380000,0.047492,34328405.150000,346448044.00,308948044.00,sz000007,2018-04-24,2017-12-31,18.159716,19.824099,1.635982,220.051297,0.175878,0.082847,sz000007,2018-04-24,2017-12-31,0.044413,-0.139379,-0.990253,-0.789076,-0.789107,sz000007,2018-04-24,2017-12-31,3.720543,3.718246,0.170592,-0.322641,0.118029,1.133824,sz000007,2018-04-24,2017-12-31,0.436746,0.563254,0.844708,,0.057184,2.851354,0.057184,sz000007,2018-04-24,2017-12-31,0.043448,1.263599,0.082847,20.694975,0.020055,0.436398,16.017050,0.002869
sz000007,2019-04-30,2018-12-31,-0.679362,-4.622583,0.693740,-196200201.490000,-0.566354,40366971.070000,346448044.00,308948044.00,sz000007,2019-04-30,2018-12-31,,,115.880039,3.106661,0.266329,0.102474,sz000007,2019-04-30,2018-12-31,-0.507107,-0.128685,-247.775516,-12.400000,-12.925139,sz000007,2019-04-30,2018-12-31,2.974587,2.972097,0.947665,2.664853,0.496443,1.985873,sz000007,2019-04-30,2018-12-31,0.325102,0.674898,0.463016,,-0.161959,,-0.161959,sz000007,2019-04-30,2018-12-31,-0.679362,1.434095,0.102474,1.000060,-4.622583,0.975426,0.994203,-4.766675
sz000007,2020-04-29,2019-12-31,0.111421,0.529001,0.686610,22229071.000000,0.064331,41054234.450000,346448044.00,308948044.00,sz000007,2020-04-29,2019-12-31,,,109.700923,3.281650,0.162569,0.091409,sz000007,2020-04-29,2019-12-31,0.097717,-0.020225,1.113298,1.113524,1.113589,sz000007,2020-04-29,2019-12-31,9.372211,9.368977,1.889710,-0.084438,0.601261,2.507907,sz000007,2020-04-29,2019-12-31,0.733691,0.266309,0.387977,,-0.756729,-1.430486,-0.756729,sz000007,2020-04-29,2019-12-31,0.111421,2.298162,0.091409,1.002629,0.529001,0.539040,1.001714,0.979697
sz000007,2021-04-29,2020-12-31,-0.897760,-2.725320,0.721967,-123038365.960000,-0.354778,44056497.430000,346448044.00,308948044.00,sz000007,2021-04-29,2020-12-31,,,16.097566,22.363629,0.140897,0.100539,sz000007,2021-04-29,2020-12-31,-0.692035,-0.317222,-6.535021,-6.517885,-6.514849,sz000007,2021-04-29,2020-12-31,1.259792,1.252593,0.258600,-0.075718,0.813932,5.374386,sz000007,2021-04-29,2020-12-31,0.684081,0.315919,0.173296,,-0.074404,,-0.074404,sz000007,2021-04-29,2020-12-31,-0.897760,3.279846,0.100539,0.998975,-2.725320,1.013322,0.999273,-2.691445
sz000007,2022-04-30,2021-12-31,0.482194,0.199207,0.202881,40348594.820000,0.115372,202545808.350000,346448044.00,308948044.00,sz000007,2022-04-30,2021-12-31,15.126021,23.800046,11.491759,31.326797,0.731110,0.508647,sz000007,2022-04-30,2021-12-31,0.571452,0.185572,1.327935,1.325254,1.325196,sz000007,2022-04-30,2021-12-31,1.497989,1.366894,0.306710,0.072068,0.736008,3.787994,sz000007,2022-04-30,2021-12-31,0.705537,0.294463,0.212982,,-0.240469,-1.207132,-0.240469,sz000007,2022-04-30,2021-12-31,0.482194,4.803831,0.508647,0.990631,0.199207,0.962926,1.003983,0.206056
sz000008,2014-04-24,2014-03-31,0.008484,0.067653,0.433530,4802069.060000,0.077768,,303601640.00,147306236.00,sz000008,2014-04-24,2014-03-31,13.538423,6.647746,4.350818,20.685764,0.330795,0.113211,sz000008,2014-04-24,2014-03-31,0.043340,0.035577,0.215902,0.215385,0.215902,sz000008,2014-04-24,2014-03-31,3.738522,3.589218,3.437155,-0.033756,0.093958,1.103702,sz000008,2014-04-24,2014-03-31,0.351265,0.648735,0.823178,31.801131,0.125658,1.857382,0.125658,sz000008,2014-04-24,2014-03-31,0.008484,1.107763,0.113211,1.000000,0.067653,0.769294,0.968555,0.090797
sz000008,2015-04-29,2015-03-31,0.033732,0.243870,0.455088,56289927.340000,0.073970,230819612.340000,803144309.00,213594042.00,sz000008,2015-04-29,2015-03-31,1.129227,79.700522,0.761473,118.191910,0.260279,0.112822,sz000008,2015-04-29,2015-03-31,3.882695,4.448027,10.722015,7.804598,10.753916,sz000008,2015-04-29,2015-03-31,3.013551,2.383672,0.975158,8.018762,0.155540,1.184189,sz000008,2015-04-29,2015-03-31,0.450279,0.549721,0.415725,100.883055,-0.087241,-0.357737,-0.087241,sz000008,2015-04-29,2015-03-31,0.033732,1.222651,0.112822,1.002721,0.243870,0.862458,0.990088,0.285592
sz000008,2016-04-30,2016-03-31,0.002726,0.054137,0.478978,11513114.110000,0.051064,,2757709279.00,1497589979.00,sz000008,2016-04-30,2016-03-31,0.224293,401.260885,0.266611,337.569861,0.089624,0.040961,sz000008,2016-04-30,2016-03-31,1.016904,0.988030,-0.795468,-0.962141,-0.794615,sz000008,2016-04-30,2016-03-31,2.840007,2.360395,1.001983,1.152032,0.168372,1.202460,sz000008,2016-04-30,2016-03-31,0.455173,0.544827,0.368836,,0.120980,2.234706,0.120980,sz000008,2016-04-30,2016-03-31,0.002726,1.220842,0.040961,1.006900,0.054137,0.702622,1.014039,0.075983
sz000008,2017-04-27,2017-03-31,0.001525,0.047270,0.392168,9570505.310000,0.184977,,2809078279.00,2010077670.00,sz000008,2017-04-27,2017-03-31,0.126880,709.334010,0.201731,446.138751,0.047042,0.025034,sz000008,2017-04-27,2017-03-31,0.095982,0.174818,-0.168730,-0.068966,-0.194206,sz000008,2017-04-27,2017-03-31,2.433034,2.063540,0.526167,0.562825,0.223980,1.288626,sz000008,2017-04-27,2017-03-31,0.525230,0.474770,0.378481,10.836193,-0.913709,-19.329645,-0.913709,sz000008,2017-04-27,2017-03-31,0.001525,1.320654,0.025034,0.976042,0.047270,0.739862,0.907717,0.070385
sz000008,2018-04-28,2018-03-31,0.001479,0.049546,0.577922,10356021.100000,0.310455,,2818329809.00,2557876920.00,sz000008,2018-04-28,2018-03-31,0.087591,1027.498049,0.119309,754.346460,0.034607,0.020288,sz000008,2018-04-28,2018-03-31,0.161178,0.243655,0.082077,0.370370,0.126642,sz000008,2018-04-28,2018-03-31,2.103849,1.811185,0.293116,0.522150,0.274136,1.377669,sz000008,2018-04-28,2018-03-31,0.563869,0.436131,0.330916,,-1.986485,-40.093899,-1.986485,sz000008,2018-04-28,2018-03-31,0.001479,1.448148,0.020288,1.016240,0.049546,0.585131,1.039476,0.081459
sz000008,2019-04-27,2019-03-31,0.001604,0.034458,0.530718,10638768.500000,0.117329,,2780795346.00,2599124170.00,sz000008,2019-04-27,2019-03-31,0.098948,909.566496,0.198564,453.254023,0.054537,0.029432,sz000008,2019-04-27,2019-03-31,0.028302,0.059106,0.027303,0.135135,0.115549,sz000008,2019-04-27,2019-03-31,2.022517,1.750023,0.263209,0.137743,0.294490,1.417415,sz000008,2019-04-27,2019-03-31,0.541162,0.458838,0.321520,3.461002,-0.480195,-13.935700,-0.480195,sz000008,2019-04-27,2019-03-31,0.001604,1.433272,0.029432,1.103536,0.034458,0.535559,0.711066,0.090484
sz000008,2020-04-30,2020-03-31,-0.014616,-0.902771,0.423658,-107721708.820000,0.113072,,2780795346.00,2665297419.00,sz000008,2020-04-30,2020-03-31,0.031716,2837.714664,0.075796,1187.404358,0.018214,0.009911,sz000008,2020-04-30,2020-03-31,0.003285,0.144508,-11.125393,-11.119048,-10.217022,sz000008,2020-04-30,2020-03-31,1.496605,1.275153,0.259972,0.471352,0.378590,1.609243,sz000008,2020-04-30,2020-03-31,0.538885,0.461115,0.272452,-2.520621,-2.601288,,-2.601288,sz000008,2020-04-30,2020-03-31,-0.014616,1.626124,0.009911,1.004536,-0.902771,0.998617,1.338525,-0.675386
sz000008,2021-04-27,2021-03-31,-0.013228,-0.584524,0.453435,-87262776.940000,-0.313666,,2780795346.00,2665216688.00,sz000008,2021-04-27,2021-03-31,0.046214,1947.466384,0.069836,1288.727884,0.024500,0.011481,sz000008,2021-04-27,2021-03-31,-0.121022,0.095029,0.189924,0.254118,0.205156,sz000008,2021-04-27,2021-03-31,1.196036,0.946561,0.184099,0.447504,0.500453,2.001812,sz000008,2021-04-27,2021-03-31,0.456035,0.543965,0.226341,-0.713707,-0.969183,,-0.969183,sz000008,2021-04-27,2021-03-31,-0.013228,1.999728,0.011481,0.985647,-0.584524,1.101602,2.382746,-0.222690
